瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%)
192,柳林,2024-05-17 21:00,18.7,,2.6,200,56
192,柳林,2024-05-17 22:00,17.2,,.8,360,65
192,柳林,2024-05-17 23:00,16.4,,.6,340,71
192,柳林,2024-05-18 00:00,15.8,,.9,140,77
192,柳林,2024-05-18 01:00,13.2,,.4,0,84
192,柳林,2024-05-18 02:00,13.5,,.5,250,89
192,柳林,2024-05-18 03:00,11.4,,0,0,92
192,柳林,2024-05-18 04:00,10.6,,.1,0,94
192,柳林,2024-05-18 05:00,10.1,,0,0,94
192,柳林,2024-05-18 06:00,10.3,,.3,0,95
192,柳林,2024-05-18 07:00,13.5,,.9,340,88
192,柳林,2024-05-18 08:00,15.5,,1.3,270,79
192,柳林,2024-05-18 09:00,19.2,,.5,270,72
192,柳林,2024-05-18 10:00,21.1,,1.5,290,65
192,柳林,2024-05-18 11:00,23.6,,1.6,320,57
192,柳林,2024-05-18 12:00,25.2,,1.2,160,53
192,柳林,2024-05-18 13:00,26.1,,1.7,180,51
192,柳林,2024-05-18 14:00,26.1,,2,180,47
192,柳林,2024-05-18 15:00,26.2,,2.3,160,43
192,柳林,2024-05-18 16:00,25.8,,2.1,180,44
192,柳林,2024-05-18 17:00,24.8,,2.3,200,45
192,柳林,2024-05-18 18:00,24,,1.9,180,45
192,柳林,2024-05-18 19:00,22.1,,1.8,160,50
192,柳林,2024-05-18 20:00,20.6,,1.4,230,57
192,柳林,2024-05-18 21:00,17.9,,.2,0,70
192,柳林,2024-05-18 22:00,15,,.1,0,83
192,柳林,2024-05-18 23:00,13.6,,0,0,89
192,柳林,2024-05-19 00:00,12.8,,.1,0,92
192,柳林,2024-05-19 01:00,12.2,,.5,50,93
192,柳林,2024-05-19 02:00,11.5,,0,0,94
192,柳林,2024-05-19 03:00,11.1,,0,0,94
192,柳林,2024-05-19 04:00,10.9,,.5,70,95
192,柳林,2024-05-19 05:00,10.6,,.1,0,95
192,柳林,2024-05-19 06:00,10.5,,.2,0,96
192,柳林,2024-05-19 07:00,13.5,,.1,0,92
192,柳林,2024-05-19 08:00,16.7,,.9,270,77
192,柳林,2024-05-19 09:00,19.3,,.8,270,68
192,柳林,2024-05-19 10:00,22,,1.3,270,61
192,柳林,2024-05-19 11:00,25,,1.3,270,47
192,柳林,2024-05-19 12:00,27.2,,1.7,270,33
192,柳林,2024-05-19 13:00,28.5,,1.3,270,23
192,柳林,2024-05-19 14:00,29.7,,1.1,320,24
192,柳林,2024-05-19 15:00,29.9,,1.8,140,27
192,柳林,2024-05-19 16:00,29.6,,1.6,200,25
192,柳林,2024-05-19 17:00,28.7,,1.3,180,28
192,柳林,2024-05-19 18:00,27.2,,.9,160,30
192,柳林,2024-05-19 19:00,25,,1.4,140,38
192,柳林,2024-05-19 20:00,22,,.7,140,52
192,柳林,2024-05-19 21:00,18.7,,.4,0,66
192,柳林,2024-05-19 22:00,16.8,,.3,0,76
192,柳林,2024-05-19 23:00,15.8,,0,0,81
192,柳林,2024-05-20 00:00,14.5,,.1,0,87
192,柳林,2024-05-20 01:00,13.7,,0,0,89
192,柳林,2024-05-20 02:00,13.3,,0,0,90
192,柳林,2024-05-20 03:00,12.5,,.1,0,92
192,柳林,2024-05-20 04:00,12,,.1,0,93
192,柳林,2024-05-20 05:00,11.8,,0,0,94
192,柳林,2024-05-20 06:00,12,,0,0,94
192,柳林,2024-05-20 07:00,15.2,,0,0,84
192,柳林,2024-05-20 08:00,18.3,,.3,0,69
192,柳林,2024-05-20 09:00,21.3,,1.1,320,56
192,柳林,2024-05-20 10:00,24.6,,.7,200,47
192,柳林,2024-05-20 11:00,25.8,,1.7,270,43
192,柳林,2024-05-20 12:00,27.9,,.7,360,31
192,柳林,2024-05-20 13:00,28.6,,1.5,290,22
192,柳林,2024-05-20 14:00,29.4,,1.1,290,26
192,柳林,2024-05-20 15:00,30.1,,1.3,250,25
192,柳林,2024-05-20 16:00,29.7,,1.4,200,29
192,柳林,2024-05-20 17:00,28.7,,1.5,200,33
192,柳林,2024-05-20 18:00,27,,.8,140,38
192,柳林,2024-05-20 19:00,25,,1.1,180,44
192,柳林,2024-05-20 20:00,21.5,,.4,0,59
192,柳林,2024-05-20 21:00,19.2,,.1,0,71
192,柳林,2024-05-20 22:00,18.1,,.6,90,76
192,柳林,2024-05-20 23:00,16.2,,.1,0,84
192,柳林,2024-05-21 00:00,15.6,,0,0,86
192,柳林,2024-05-21 01:00,14.6,,0,0,89
192,柳林,2024-05-21 02:00,14.1,,.2,0,91
192,柳林,2024-05-21 03:00,13.9,,0,0,92
192,柳林,2024-05-21 04:00,13.4,,0,0,93
192,柳林,2024-05-21 05:00,13,,0,0,94
192,柳林,2024-05-21 06:00,13.1,,0,0,95
192,柳林,2024-05-21 07:00,15.8,,0,0,88
192,柳林,2024-05-21 08:00,18.8,,.7,110,78
192,柳林,2024-05-21 09:00,20.7,,1.1,20,70
192,柳林,2024-05-21 10:00,21.6,,1.2,360,66
192,柳林,2024-05-21 11:00,23.6,,2.3,90,58
192,柳林,2024-05-21 12:00,24.8,,1.9,110,55
192,柳林,2024-05-21 13:00,25.8,,1.6,70,54
192,柳林,2024-05-21 14:00,25.6,,1,50,54
192,柳林,2024-05-21 15:00,23.9,,3.2,200,60
192,柳林,2024-05-21 16:00,24.8,,1.3,180,61
192,柳林,2024-05-21 17:00,24.3,,2.4,90,58
192,柳林,2024-05-21 18:00,22.7,,1.3,140,63
192,柳林,2024-05-21 19:00,20.9,,.8,140,68
192,柳林,2024-05-21 20:00,18.8,,.7,180,77
192,柳林,2024-05-21 21:00,17.9,,.6,110,78
192,柳林,2024-05-21 22:00,16.7,,.3,0,85
192,柳林,2024-05-21 23:00,15.9,,.1,0,88
192,柳林,2024-05-22 00:00,15.3,,0,0,89
192,柳林,2024-05-22 01:00,14.6,,0,0,93
192,柳林,2024-05-22 02:00,14.2,,0,0,94
192,柳林,2024-05-22 03:00,14.2,,.2,0,94
192,柳林,2024-05-22 04:00,13.3,,0,0,95
192,柳林,2024-05-22 05:00,13.4,,.5,90,95
192,柳林,2024-05-22 06:00,13.6,,.8,70,95
192,柳林,2024-05-22 07:00,15.3,,0,0,92
192,柳林,2024-05-22 08:00,17.5,,.2,0,84
192,柳林,2024-05-22 09:00,19.4,,1,110,74
192,柳林,2024-05-22 10:00,21.5,,1,90,68
192,柳林,2024-05-22 11:00,23,,1.2,90,63
192,柳林,2024-05-22 12:00,25.7,,.8,110,58
192,柳林,2024-05-22 13:00,26,,1.4,290,53
192,柳林,2024-05-22 14:00,27.2,,1.6,230,48
192,柳林,2024-05-22 15:00,26.3,,1.7,180,47
192,柳林,2024-05-22 16:00,25.4,,2.4,200,48
192,柳林,2024-05-22 17:00,24.7,,1.8,160,54
192,柳林,2024-05-22 18:00,23.6,,1.5,180,57
192,柳林,2024-05-22 19:00,22.1,,1.2,140,57
192,柳林,2024-05-22 20:00,20.6,,1.3,140,59
192,柳林,2024-05-22 21:00,19.5,,.4,0,64
192,柳林,2024-05-22 22:00,19.1,,1.2,230,68
192,柳林,2024-05-22 23:00,18.3,,1.1,180,70
192,柳林,2024-05-23 00:00,17.9,,.2,0,75
192,柳林,2024-05-23 01:00,16.3,,.4,0,84
192,柳林,2024-05-23 02:00,15.8,,.3,0,87
192,柳林,2024-05-23 03:00,15.6,,0,0,89
192,柳林,2024-05-23 04:00,15.3,,.2,0,89
192,柳林,2024-05-23 05:00,14.9,,.1,0,91
192,柳林,2024-05-23 06:00,14.6,,0,0,92
192,柳林,2024-05-23 07:00,17,,0,0,87
192,柳林,2024-05-23 08:00,19.5,,.3,0,79
192,柳林,2024-05-23 09:00,22.5,,.4,0,71
192,柳林,2024-05-23 10:00,24.9,,1,140,62
192,柳林,2024-05-23 11:00,26.5,,1.2,290,57
192,柳林,2024-05-23 12:00,28.2,,1.7,320,48
192,柳林,2024-05-23 13:00,29.3,,1.7,230,41
192,柳林,2024-05-23 14:00,30.5,,1.3,270,37
192,柳林,2024-05-23 15:00,29.9,,2.3,180,42
192,柳林,2024-05-23 16:00,30,,1.7,180,45
192,柳林,2024-05-23 17:00,28.8,,1.9,180,53
192,柳林,2024-05-23 18:00,27.1,,1.1,110,59
192,柳林,2024-05-23 19:00,25.4,,.6,110,61
192,柳林,2024-05-23 20:00,22.5,,.6,200,70
192,柳林,2024-05-23 21:00,20.6,,.6,230,79
192,柳林,2024-05-23 22:00,19.3,,.1,0,84
192,柳林,2024-05-23 23:00,18.8,,.5,50,88
192,柳林,2024-05-24 00:00,17.2,,.1,0,92
192,柳林,2024-05-24 01:00,16.6,,.1,0,94
192,柳林,2024-05-24 02:00,16.1,,0,0,95
192,柳林,2024-05-24 03:00,15.5,,0,0,95
192,柳林,2024-05-24 04:00,14.8,,.1,0,95
192,柳林,2024-05-24 05:00,14.2,,.2,0,95
192,柳林,2024-05-24 06:00,13.9,,.2,0,94
192,柳林,2024-05-24 07:00,16.3,,.5,70,84
192,柳林,2024-05-24 08:00,20.8,,1.4,320,66
192,柳林,2024-05-24 09:00,23.2,,.6,320,57
192,柳林,2024-05-24 10:00,25.5,,1,180,53
192,柳林,2024-05-24 11:00,28,,1.1,320,45
192,柳林,2024-05-24 12:00,28.5,,1.4,290,37
192,柳林,2024-05-24 13:00,30.2,,1.6,290,35
192,柳林,2024-05-24 14:00,28.8,,3.1,200,42
192,柳林,2024-05-24 15:00,27,,2.9,200,50
192,柳林,2024-05-24 16:00,26,,2.5,180,51
192,柳林,2024-05-24 17:00,25.2,,1.7,160,52
192,柳林,2024-05-24 18:00,24.2,,.9,50,54
192,柳林,2024-05-24 19:00,22.2,,1.1,180,62
192,柳林,2024-05-24 20:00,20.5,,.8,140,74
192,柳林,2024-05-24 21:00,19.6,,1,160,77
192,柳林,2024-05-24 22:00,17.6,,.1,0,86
192,柳林,2024-05-24 23:00,17,,.5,160,86
192,柳林,2024-05-25 00:00,16.2,,.7,140,87
192,柳林,2024-05-25 01:00,17.6,,.9,160,74
192,柳林,2024-05-25 02:00,17.6,,.1,0,74
192,柳林,2024-05-25 03:00,17.5,,.1,0,81
192,柳林,2024-05-25 04:00,17.5,,.3,0,82
192,柳林,2024-05-25 05:00,18.1,,.7,110,68
192,柳林,2024-05-25 06:00,17.6,,.3,0,73
192,柳林,2024-05-25 07:00,18.6,,.2,0,71
192,柳林,2024-05-25 08:00,19.2,,1.6,140,63
192,柳林,2024-05-25 09:00,20.3,,1.3,50,51
192,柳林,2024-05-25 10:00,21.7,,1.4,20,48
192,柳林,2024-05-25 11:00,22,,.7,200,49
192,柳林,2024-05-25 12:00,23.5,,1,110,49
192,柳林,2024-05-25 13:00,24,,.6,140,47
192,柳林,2024-05-25 14:00,23.9,,.8,160,46
192,柳林,2024-05-25 15:00,23.6,,1.1,110,47
192,柳林,2024-05-25 16:00,23.5,,2,110,45
192,柳林,2024-05-25 17:00,23.3,,1.7,110,45
192,柳林,2024-05-25 18:00,22.2,,1.5,140,47
192,柳林,2024-05-25 19:00,20.4,,.9,140,50
192,柳林,2024-05-25 20:00,18.2,,.5,110,56
192,柳林,2024-05-25 21:00,17.6,,.2,0,61
192,柳林,2024-05-25 22:00,16.4,,.5,140,66
192,柳林,2024-05-25 23:00,15.3,,.3,0,74
192,柳林,2024-05-26 00:00,14.3,,.1,0,79
192,柳林,2024-05-26 01:00,13.4,,.3,0,85
192,柳林,2024-05-26 02:00,13.3,,.5,70,84
192,柳林,2024-05-26 03:00,12.2,,0,0,88
192,柳林,2024-05-26 04:00,11.7,,0,0,91
192,柳林,2024-05-26 05:00,11.1,,0,0,91
192,柳林,2024-05-26 06:00,11.3,,.2,0,92
192,柳林,2024-05-26 07:00,14.4,,0,0,84
192,柳林,2024-05-26 08:00,17.8,,.4,0,73
192,柳林,2024-05-26 09:00,20,,1,270,63
192,柳林,2024-05-26 10:00,21.6,,1.9,160,67
192,柳林,2024-05-26 11:00,21.5,,1.5,160,69
192,柳林,2024-05-26 12:00,23.1,,3.4,270,65
192,柳林,2024-05-26 13:00,22.2,,1.6,230,72
192,柳林,2024-05-26 14:00,21.8,,1.2,270,75
192,柳林,2024-05-26 15:00,21.6,,1.1,290,78
192,柳林,2024-05-26 16:00,20.3,,.7,270,82
192,柳林,2024-05-26 17:00,19.7,0,.4,0,89
192,柳林,2024-05-26 18:00,19.6,1.4,.6,230,95
192,柳林,2024-05-26 19:00,20.2,5.9,2,110,96
192,柳林,2024-05-26 20:00,20.8,1.4,1.1,160,95
192,柳林,2024-05-26 21:00,20.8,1.5,1.2,50,95
192,柳林,2024-05-26 22:00,20.3,.9,1.6,140,95
192,柳林,2024-05-26 23:00,20.5,.2,1.6,200,95
192,柳林,2024-05-27 00:00,20.5,.3,1,140,96
192,柳林,2024-05-27 01:00,20.7,,1.8,160,96
192,柳林,2024-05-27 02:00,20.8,,.8,140,96
192,柳林,2024-05-27 03:00,20.3,,.4,0,96
192,柳林,2024-05-27 04:00,20.1,,.1,0,97
192,柳林,2024-05-27 05:00,19.8,,0,0,98
192,柳林,2024-05-27 06:00,20.2,,.4,0,98
192,柳林,2024-05-27 07:00,19.4,,1,90,77
192,柳林,2024-05-27 08:00,20.4,,.3,0,68
192,柳林,2024-05-27 09:00,21.7,,1.1,20,52
192,柳林,2024-05-27 10:00,23.1,,2.1,360,43
192,柳林,2024-05-27 11:00,24,,2.8,340,39
192,柳林,2024-05-27 12:00,24.5,,1.8,360,41
192,柳林,2024-05-27 13:00,25.2,,1.1,290,43
192,柳林,2024-05-27 14:00,25.4,,1.2,290,41
192,柳林,2024-05-27 15:00,25.4,,1.2,290,40
192,柳林,2024-05-27 16:00,25,,2.1,360,41
192,柳林,2024-05-27 17:00,24.2,,1.1,340,38
192,柳林,2024-05-27 18:00,23.2,,2,340,34
192,柳林,2024-05-27 19:00,22.3,,1.4,290,39
192,柳林,2024-05-27 20:00,19.1,,.7,70,55
192,柳林,2024-05-27 21:00,20.2,,1.3,340,47
192,柳林,2024-05-27 22:00,20,,1.9,360,47
192,柳林,2024-05-27 23:00,19.2,,2,360,50
192,柳林,2024-05-28 00:00,18.3,,.9,340,53
192,柳林,2024-05-28 01:00,16.4,,.6,110,65
192,柳林,2024-05-28 02:00,16.1,,.2,0,67
192,柳林,2024-05-28 03:00,15.1,,.1,0,75
192,柳林,2024-05-28 04:00,14.6,,.3,0,75
192,柳林,2024-05-28 05:00,13.7,,0,0,80
192,柳林,2024-05-28 06:00,13.5,,.2,0,84
192,柳林,2024-05-28 07:00,15.6,,0,0,79
192,柳林,2024-05-28 08:00,19.2,,1.5,20,57
192,柳林,2024-05-28 09:00,20.8,,2.1,360,54
192,柳林,2024-05-28 10:00,22.3,,1.9,20,50
192,柳林,2024-05-28 11:00,23.4,,2.1,50,47
192,柳林,2024-05-28 12:00,22.7,,1.4,20,47
192,柳林,2024-05-28 13:00,24.5,,1.8,340,42
192,柳林,2024-05-28 14:00,24.1,,1.7,340,44
192,柳林,2024-05-28 15:00,24.7,,1.9,360,42
192,柳林,2024-05-28 16:00,25.7,,2.1,360,42
192,柳林,2024-05-28 17:00,24.3,,1.8,20,43
192,柳林,2024-05-28 18:00,23.2,,1.8,360,46
192,柳林,2024-05-28 19:00,22.5,,.6,90,49
192,柳林,2024-05-28 20:00,20.1,,1.9,200,67
192,柳林,2024-05-28 21:00,18.9,,1.1,200,75
192,柳林,2024-05-28 22:00,17,,.2,0,85
192,柳林,2024-05-28 23:00,15.6,,0,0,91
192,柳林,2024-05-29 00:00,15.3,,.4,0,92
192,柳林,2024-05-29 01:00,13.9,,0,0,94
192,柳林,2024-05-29 02:00,13.5,,.3,0,95
192,柳林,2024-05-29 03:00,12.7,,.4,0,94
192,柳林,2024-05-29 04:00,12,,.3,0,95
192,柳林,2024-05-29 05:00,11.1,,0,0,95
192,柳林,2024-05-29 06:00,11.6,,0,0,95
192,柳林,2024-05-29 07:00,14.9,,.3,0,86
192,柳林,2024-05-29 08:00,18.1,,.3,0,74
192,柳林,2024-05-29 09:00,20.7,,.9,320,71
192,柳林,2024-05-29 10:00,22.3,,1.6,290,62
192,柳林,2024-05-29 11:00,24.3,,1.5,290,54
192,柳林,2024-05-29 12:00,25.2,,1.4,270,46
192,柳林,2024-05-29 13:00,26.4,,1.5,290,40
192,柳林,2024-05-29 14:00,27.3,,1.2,180,45
192,柳林,2024-05-29 15:00,27.2,,1.2,160,44
192,柳林,2024-05-29 16:00,27.3,,1.5,200,43
192,柳林,2024-05-29 17:00,27.1,,2.2,250,42
192,柳林,2024-05-29 18:00,25.2,,1.2,200,52
192,柳林,2024-05-29 19:00,22.8,,.7,140,56
192,柳林,2024-05-29 20:00,20.7,,.6,320,61
192,柳林,2024-05-29 21:00,19.9,,.7,180,59
192,柳林,2024-05-29 22:00,19.2,,1,200,64
192,柳林,2024-05-29 23:00,16.1,,.2,0,81
192,柳林,2024-05-30 00:00,15.3,,.1,0,87
192,柳林,2024-05-30 01:00,14.3,,0,0,90
192,柳林,2024-05-30 02:00,14.1,,.4,0,92
192,柳林,2024-05-30 03:00,14.1,,.1,0,93
192,柳林,2024-05-30 04:00,14.1,,.3,0,94
192,柳林,2024-05-30 05:00,14.1,,.2,0,93
192,柳林,2024-05-30 06:00,14.6,,.2,0,93
192,柳林,2024-05-30 07:00,15.8,,.2,0,91
192,柳林,2024-05-30 08:00,16.7,,.5,50,88
192,柳林,2024-05-30 09:00,18,,.2,0,82
192,柳林,2024-05-30 10:00,20.1,,1.2,270,76
192,柳林,2024-05-30 11:00,22.5,,.5,70,60
192,柳林,2024-05-30 12:00,22.7,,.4,0,63
192,柳林,2024-05-30 13:00,24.3,,.8,230,53
192,柳林,2024-05-30 14:00,25.8,,.9,90,45
192,柳林,2024-05-30 15:00,26.5,,.8,290,42
192,柳林,2024-05-30 16:00,25.9,,.7,180,40
192,柳林,2024-05-30 17:00,23.6,,2.4,200,45
192,柳林,2024-05-30 18:00,22.4,,.8,200,50
192,柳林,2024-05-30 19:00,22,,.9,250,50
192,柳林,2024-05-30 20:00,21,,1.6,230,53
192,柳林,2024-05-30 21:00,20.2,,1.6,180,58
192,柳林,2024-05-30 22:00,19.5,0,.4,0,63
192,柳林,2024-05-30 23:00,16.6,.4,.8,200,89
192,柳林,2024-05-31 00:00,16.5,.5,.9,200,91
192,柳林,2024-05-31 01:00,17,.2,1.5,290,90
192,柳林,2024-05-31 02:00,17,,1.3,250,91
192,柳林,2024-05-31 03:00,16.8,0,.9,140,89
192,柳林,2024-05-31 04:00,16.2,,.2,0,94
192,柳林,2024-05-31 05:00,15.6,,.4,0,95
192,柳林,2024-05-31 06:00,15.8,,.1,0,95
192,柳林,2024-05-31 07:00,17.9,,.4,0,77
192,柳林,2024-05-31 08:00,18.8,,.9,180,76
192,柳林,2024-05-31 09:00,20.8,,1.1,230,64
192,柳林,2024-05-31 10:00,22.1,,1.3,250,61
192,柳林,2024-05-31 11:00,23.6,,1.4,230,53
192,柳林,2024-05-31 12:00,25.2,,1.2,250,49
192,柳林,2024-05-31 13:00,26.7,,1.2,270,47
192,柳林,2024-05-31 14:00,27.7,,1.7,230,43
192,柳林,2024-05-31 15:00,28.6,,1.5,270,47
192,柳林,2024-05-31 16:00,27.8,,1.6,200,48
192,柳林,2024-05-31 17:00,27.2,,2.1,160,48
192,柳林,2024-05-31 18:00,26,,1.8,180,54
192,柳林,2024-05-31 19:00,24,,1.5,160,60
192,柳林,2024-05-31 20:00,22.2,,1.3,160,67
192,柳林,2024-05-31 21:00,21.6,,.4,0,73
192,柳林,2024-05-31 22:00,20.3,,.3,0,78
192,柳林,2024-05-31 23:00,17.4,,.2,0,88
192,柳林,2024-06-01 00:00,16.8,,.6,70,92
192,柳林,2024-06-01 01:00,15.6,,0,0,94
192,柳林,2024-06-01 02:00,16,,0,0,94
192,柳林,2024-06-01 03:00,15.5,,0,0,93
192,柳林,2024-06-01 04:00,15.5,,.6,70,92
192,柳林,2024-06-01 05:00,14.4,,.1,0,91
192,柳林,2024-06-01 06:00,14.5,,.7,70,89
192,柳林,2024-06-01 07:00,15.8,,.6,110,83
192,柳林,2024-06-01 08:00,19.1,,.5,70,64
192,柳林,2024-06-01 09:00,21.6,,1.1,290,63
192,柳林,2024-06-01 10:00,22.8,,1.3,270,58
192,柳林,2024-06-01 11:00,23.7,,.9,200,54
192,柳林,2024-06-01 12:00,25,,2,270,50
192,柳林,2024-06-01 13:00,26.3,,1.6,340,42
192,柳林,2024-06-01 14:00,25.5,,2.2,360,44
192,柳林,2024-06-01 15:00,26.2,,2.6,340,42
192,柳林,2024-06-01 16:00,26.9,,2,360,41
192,柳林,2024-06-01 17:00,26.5,,2.6,340,42
192,柳林,2024-06-01 18:00,25.8,,2.4,340,42
192,柳林,2024-06-01 19:00,24.6,,1.4,320,47
192,柳林,2024-06-01 20:00,22.8,,1.2,290,53
192,柳林,2024-06-01 21:00,19.8,,.7,50,65
192,柳林,2024-06-01 22:00,18.7,,.9,140,70
192,柳林,2024-06-01 23:00,16.8,,0,0,79
192,柳林,2024-06-02 00:00,16.6,,.2,0,80
192,柳林,2024-06-02 01:00,16.7,,.6,20,79
192,柳林,2024-06-02 02:00,15.7,,.1,0,75
192,柳林,2024-06-02 03:00,15,,0,0,78
192,柳林,2024-06-02 04:00,13.9,,0,0,82
192,柳林,2024-06-02 05:00,12.8,,.4,0,85
192,柳林,2024-06-02 06:00,13,,.6,90,85
192,柳林,2024-06-02 07:00,16.3,,0,0,73
192,柳林,2024-06-02 08:00,19.4,,.4,0,65
192,柳林,2024-06-02 09:00,21.3,,1.1,180,52
192,柳林,2024-06-02 10:00,22.6,,1.1,270,46
192,柳林,2024-06-02 11:00,23.7,,1.4,270,44
192,柳林,2024-06-02 12:00,25.7,,2,320,37
192,柳林,2024-06-02 13:00,27.1,,1.9,290,33
192,柳林,2024-06-02 14:00,28.2,,1.8,270,31
192,柳林,2024-06-02 15:00,28.2,,2,320,31
192,柳林,2024-06-02 16:00,27.3,,1.5,20,30
192,柳林,2024-06-02 17:00,25.1,,1.9,200,46
192,柳林,2024-06-02 18:00,24.5,,2.2,140,47
192,柳林,2024-06-02 19:00,22.2,,1.2,110,54
192,柳林,2024-06-02 20:00,19.8,,1.3,110,58
192,柳林,2024-06-02 21:00,17.7,,.7,110,70
192,柳林,2024-06-02 22:00,17.5,,.7,110,82
192,柳林,2024-06-02 23:00,16.2,,.1,0,89
192,柳林,2024-06-03 00:00,15.9,,.3,0,88
192,柳林,2024-06-03 01:00,15.4,,.2,0,90
192,柳林,2024-06-03 02:00,14.3,,0,0,93
192,柳林,2024-06-03 03:00,13.8,,.2,0,94
192,柳林,2024-06-03 04:00,13.6,,.3,0,95
192,柳林,2024-06-03 05:00,13.1,,.1,0,95
192,柳林,2024-06-03 06:00,13.7,,.1,0,95
192,柳林,2024-06-03 07:00,16.3,,.1,0,89
192,柳林,2024-06-03 08:00,18.2,,0,0,82
192,柳林,2024-06-03 09:00,19.2,,1,290,78
192,柳林,2024-06-03 10:00,21.6,,1.3,270,71
192,柳林,2024-06-03 11:00,23.8,,1.1,20,55
192,柳林,2024-06-03 12:00,24,,1.2,110,54
192,柳林,2024-06-03 13:00,24.5,,1.5,180,48
192,柳林,2024-06-03 14:00,24.9,,1.7,180,57
192,柳林,2024-06-03 15:00,23.7,,2.2,200,58
192,柳林,2024-06-03 16:00,21.7,0,2.2,140,65
192,柳林,2024-06-03 17:00,20.6,,2.4,110,76
192,柳林,2024-06-03 18:00,20.2,0,1.7,200,77
192,柳林,2024-06-03 19:00,19.1,,.6,140,81
192,柳林,2024-06-03 20:00,18.5,,1.2,140,80
192,柳林,2024-06-03 21:00,18.2,,.2,0,80
192,柳林,2024-06-03 22:00,18.1,,.5,140,81
192,柳林,2024-06-03 23:00,17.6,,.4,0,83
192,柳林,2024-06-04 00:00,17.5,,.7,110,84
192,柳林,2024-06-04 01:00,17.3,,.7,110,83
192,柳林,2024-06-04 02:00,17.2,,.1,0,85
192,柳林,2024-06-04 03:00,17.3,,.5,360,84
192,柳林,2024-06-04 04:00,17.2,,.4,0,85
192,柳林,2024-06-04 05:00,16.2,,.5,50,89
192,柳林,2024-06-04 06:00,16,,.2,0,89
192,柳林,2024-06-04 07:00,18,,.4,0,78
192,柳林,2024-06-04 08:00,19.8,,1.5,50,61
192,柳林,2024-06-04 09:00,21,,1.2,90,57
192,柳林,2024-06-04 10:00,21.8,,1.3,90,54
192,柳林,2024-06-04 11:00,23.7,,1.5,50,48
192,柳林,2024-06-04 12:00,24.9,,2.5,110,45
192,柳林,2024-06-04 13:00,25.7,,2,160,41
192,柳林,2024-06-04 14:00,26.8,,2,140,38
192,柳林,2024-06-04 15:00,27.4,,1.4,90,36
192,柳林,2024-06-04 16:00,24.9,,2.7,230,49
192,柳林,2024-06-04 17:00,23.1,,2,180,54
192,柳林,2024-06-04 18:00,22.4,,1.6,230,58
192,柳林,2024-06-04 19:00,20.9,,1.2,200,63
192,柳林,2024-06-04 20:00,19,,1,180,69
192,柳林,2024-06-04 21:00,18.3,,1.5,230,75
192,柳林,2024-06-04 22:00,17.1,,.7,180,81
192,柳林,2024-06-04 23:00,16.2,,.6,200,88
192,柳林,2024-06-05 00:00,15.1,,.4,0,92
192,柳林,2024-06-05 01:00,14.6,,.3,0,91
192,柳林,2024-06-05 02:00,13.8,,0,0,92
192,柳林,2024-06-05 03:00,13.1,,.1,0,94
192,柳林,2024-06-05 04:00,13.8,,.1,0,93
192,柳林,2024-06-05 05:00,14.3,,.4,0,92
192,柳林,2024-06-05 06:00,14.3,,.5,50,91
192,柳林,2024-06-05 07:00,15.9,,.3,0,90
192,柳林,2024-06-05 08:00,18.5,,.4,0,80
192,柳林,2024-06-05 09:00,21.2,,1.5,90,69
192,柳林,2024-06-05 10:00,22.5,,1.4,90,61
192,柳林,2024-06-05 11:00,24.8,,2,70,44
192,柳林,2024-06-05 12:00,26.9,,1.3,70,38
192,柳林,2024-06-05 13:00,27.2,,2.2,50,36
192,柳林,2024-06-05 14:00,28.8,,1.8,110,38
192,柳林,2024-06-05 15:00,27.1,,2.3,250,47
192,柳林,2024-06-05 16:00,25,,2.2,250,51
192,柳林,2024-06-05 17:00,23.4,,1.4,180,61
192,柳林,2024-06-05 18:00,22.5,,2.1,250,59
192,柳林,2024-06-05 19:00,21.3,,.8,180,62
192,柳林,2024-06-05 20:00,19.3,,.4,0,71
192,柳林,2024-06-05 21:00,18.5,,0,0,75
192,柳林,2024-06-05 22:00,17.8,,.2,0,80
192,柳林,2024-06-05 23:00,17.5,,.6,70,81
192,柳林,2024-06-06 00:00,17.7,,1,230,73
192,柳林,2024-06-06 01:00,15.9,,.3,0,81
192,柳林,2024-06-06 02:00,15.6,,.4,0,85
192,柳林,2024-06-06 03:00,14.5,,0,0,90
192,柳林,2024-06-06 04:00,15,,.2,0,88
192,柳林,2024-06-06 05:00,14.8,,.3,0,89
192,柳林,2024-06-06 06:00,14.4,,.4,0,92
192,柳林,2024-06-06 07:00,15.5,,.3,0,89
192,柳林,2024-06-06 08:00,16.6,,0,0,88
192,柳林,2024-06-06 09:00,19.2,,.8,320,77
192,柳林,2024-06-06 10:00,21,,.8,20,69
192,柳林,2024-06-06 11:00,22.8,,1.5,110,58
192,柳林,2024-06-06 12:00,23.5,,1,140,61
192,柳林,2024-06-06 13:00,24.4,,1,270,57
192,柳林,2024-06-06 14:00,23.4,,1.2,270,54
192,柳林,2024-06-06 15:00,24.1,,1,110,50
192,柳林,2024-06-06 16:00,23.8,,.8,320,48
192,柳林,2024-06-06 17:00,22.5,,2.2,200,58
192,柳林,2024-06-06 18:00,21.7,,1.3,160,62
192,柳林,2024-06-06 19:00,21.2,,1.5,250,67
