tm,pm10,pm25,o3,no2,co,so2,,,,,,
2024-01-18:04,보통,54,나쁨,38,좋음,0.0030,보통,0.0340,좋음,0.61,좋음,0.0041
2024-01-18:03,보통,52,나쁨,37,좋음,0.0030,보통,0.0360,좋음,0.61,좋음,0.0041
2024-01-18:02,보통,56,보통,35,좋음,0.0030,보통,0.0390,좋음,0.66,좋음,0.0043
2024-01-18:01,보통,59,나쁨,37,좋음,0.0030,보통,0.0420,좋음,0.78,좋음,0.0044
2024-01-17:24,보통,60,나쁨,40,좋음,0.0020,보통,0.0430,좋음,0.71,좋음,0.0047
2024-01-17:23,보통,67,나쁨,39,좋음,0.0030,보통,0.0470,좋음,0.82,좋음,0.0048
2024-01-17:22,보통,74,나쁨,41,좋음,0.0030,보통,0.0500,좋음,0.89,좋음,0.0049
2024-01-17:21,보통,68,나쁨,38,좋음,0.0030,보통,0.0500,좋음,0.91,좋음,0.0045
2024-01-17:20,보통,67,보통,35,좋음,0.0030,보통,0.0510,좋음,0.84,좋음,0.0048
2024-01-17:19,보통,70,보통,35,좋음,0.0030,보통,0.0530,좋음,0.82,좋음,0.0045
2024-01-17:18,보통,67,보통,34,좋음,0.0030,보통,0.0520,좋음,0.73,좋음,0.0047
2024-01-17:17,보통,64,나쁨,36,좋음,0.0030,보통,0.0480,좋음,0.63,좋음,0.0040
2024-01-17:16,보통,64,보통,34,좋음,0.0040,보통,0.0440,좋음,0.59,좋음,0.0041
2024-01-17:15,보통,61,보통,32,좋음,0.0050,보통,0.0420,좋음,0.59,좋음,0.0038
2024-01-17:14,보통,56,보통,31,좋음,0.0040,보통,0.0420,좋음,0.59,좋음,0.0037
2024-01-17:13,보통,58,보통,34,좋음,0.0050,보통,0.0400,좋음,0.58,좋음,0.0038
2024-01-17:12,보통,66,나쁨,36,좋음,0.0050,보통,0.0370,좋음,0.58,좋음,0.0039
2024-01-17:11,보통,59,보통,32,좋음,0.0050,보통,0.0350,좋음,0.68,좋음,0.0041
2024-01-17:10,보통,46,보통,28,좋음,0.0040,보통,0.0320,좋음,0.70,좋음,0.0039
2024-01-17:09,보통,45,보통,21,좋음,0.0030,보통,0.0330,좋음,0.78,좋음,0.0037
2024-01-17:08,보통,38,보통,22,좋음,0.0030,보통,0.0320,좋음,0.66,좋음,0.0033
2024-01-17:07,보통,33,보통,21,좋음,0.0030,좋음,0.0280,좋음,0.53,좋음,0.0035
2024-01-17:06,보통,31,보통,21,좋음,0.0030,좋음,0.0290,좋음,0.51,좋음,0.0035
2024-01-17:05,보통,32,보통,22,좋음,0.0030,좋음,0.0300,좋음,0.49,좋음,0.0032
2024-01-17:04,보통,35,보통,22,좋음,0.0030,좋음,0.0300,좋음,0.48,좋음,0.0035
2024-01-17:03,보통,35,보통,23,좋음,0.0030,보통,0.0320,좋음,0.50,좋음,0.0035
2024-01-17:02,보통,33,보통,18,좋음,0.0030,보통,0.0350,좋음,0.53,좋음,0.0035
2024-01-17:01,좋음,27,보통,17,좋음,0.0030,보통,0.0390,좋음,0.63,좋음,0.0039
2024-01-16:24,보통,35,보통,19,좋음,0.0030,보통,0.0400,좋음,0.71,좋음,0.0039
2024-01-16:23,보통,38,보통,21,좋음,0.0030,보통,0.0420,좋음,0.76,좋음,0.0038
2024-01-16:22,보통,47,보통,24,좋음,0.0030,보통,0.0440,좋음,0.69,좋음,0.0039
2024-01-16:21,보통,41,보통,19,좋음,0.0030,보통,0.0510,좋음,0.74,좋음,0.0043
2024-01-16:20,보통,37,보통,18,좋음,0.0030,보통,0.0530,좋음,0.67,좋음,0.0044
2024-01-16:19,보통,36,보통,16,좋음,0.0030,보통,0.0530,좋음,0.63,좋음,0.0044
2024-01-16:18,좋음,24,좋음,14,좋음,0.0130,보통,0.0390,좋음,0.46,좋음,0.0035
2024-01-16:17,좋음,23,좋음,14,좋음,0.0220,보통,0.0310,좋음,0.37,좋음,0.0033
2024-01-16:16,좋음,24,보통,16,좋음,0.0300,좋음,0.0230,좋음,0.34,좋음,0.0033
2024-01-16:15,좋음,23,보통,16,보통,0.0330,좋음,0.0180,좋음,0.33,좋음,0.0032
2024-01-16:14,좋음,18,좋음,13,보통,0.0340,좋음,0.0150,좋음,0.34,좋음,0.0031
2024-01-16:13,좋음,21,좋음,14,보통,0.0330,좋음,0.0130,좋음,0.34,좋음,0.0033
2024-01-16:12,좋음,24,좋음,13,좋음,0.0290,좋음,0.0160,좋음,0.35,좋음,0.0031
2024-01-16:11,보통,40,좋음,13,좋음,0.0230,좋음,0.0210,좋음,0.38,좋음,0.0032
2024-01-16:10,나쁨,87,보통,28,좋음,0.0100,보통,0.0330,좋음,0.54,좋음,0.0039
2024-01-16:09,보통,36,좋음,12,좋음,0.0050,보통,0.0390,좋음,0.69,좋음,0.0034
2024-01-16:08,좋음,19,좋음,9,좋음,0.0030,보통,0.0370,좋음,0.64,좋음,0.0029
2024-01-16:07,좋음,16,좋음,8,좋음,0.0030,보통,0.0340,좋음,0.41,좋음,0.0025
2024-01-16:06,좋음,8,좋음,7,좋음,0.0050,보통,0.0320,좋음,0.36,좋음,0.0024
2024-01-16:05,좋음,8,좋음,4,좋음,0.0130,좋음,0.0260,좋음,0.35,좋음,0.0025
2024-01-16:04,좋음,8,좋음,4,좋음,0.0160,좋음,0.0210,좋음,0.36,좋음,0.0025
2024-01-16:03,좋음,11,좋음,6,좋음,0.0150,좋음,0.0230,좋음,0.37,좋음,0.0027
2024-01-16:02,좋음,10,좋음,6,좋음,0.0170,좋음,0.0200,좋음,0.37,좋음,0.0028
2024-01-16:01,좋음,12,좋음,6,좋음,0.0190,좋음,0.0210,좋음,0.38,좋음,0.0028
2024-01-15:24,좋음,10,좋음,5,좋음,0.0180,좋음,0.0230,좋음,0.38,좋음,0.0028
2024-01-15:23,좋음,11,좋음,5,좋음,0.0190,좋음,0.0250,좋음,0.39,좋음,0.0030
2024-01-15:22,좋음,11,좋음,5,좋음,0.0200,좋음,0.0240,좋음,0.40,좋음,0.0032
2024-01-15:21,좋음,13,좋음,8,좋음,0.0210,좋음,0.0250,좋음,0.41,좋음,0.0031
2024-01-15:20,좋음,11,좋음,7,좋음,0.0250,좋음,0.0220,좋음,0.42,좋음,0.0028
2024-01-15:19,좋음,15,좋음,11,좋음,0.0280,좋음,0.0210,좋음,0.42,좋음,0.0032
2024-01-15:18,좋음,17,좋음,15,좋음,0.0280,좋음,0.0220,좋음,0.38,좋음,0.0032
2024-01-15:17,좋음,18,좋음,13,보통,0.0360,좋음,0.0140,좋음,0.33,좋음,0.0033
2024-01-15:16,,,,,,,,,,,,
2024-01-15:15,좋음,19,좋음,12,보통,0.0390,좋음,0.0130,좋음,0.33,좋음,0.0032
2024-01-15:14,좋음,23,좋음,14,보통,0.0380,좋음,0.0120,좋음,0.34,좋음,0.0032
2024-01-15:13,좋음,24,보통,16,보통,0.0370,좋음,0.0110,좋음,0.38,좋음,0.0031
2024-01-15:12,좋음,24,보통,20,보통,0.0350,좋음,0.0120,좋음,0.40,좋음,0.0026
2024-01-15:11,좋음,26,보통,17,보통,0.0310,좋음,0.0130,좋음,0.43,좋음,0.0025
2024-01-15:10,좋음,21,좋음,14,좋음,0.0280,좋음,0.0160,좋음,0.45,좋음,0.0027
2024-01-15:09,좋음,21,좋음,14,좋음,0.0210,좋음,0.0240,좋음,0.48,좋음,0.0026
2024-01-15:08,좋음,19,좋음,14,좋음,0.0220,좋음,0.0250,좋음,0.49,좋음,0.0030
2024-01-15:07,좋음,18,좋음,13,좋음,0.0240,좋음,0.0240,좋음,0.46,좋음,0.0028
2024-01-15:06,좋음,18,좋음,13,좋음,0.0300,좋음,0.0180,좋음,0.46,좋음,0.0029
2024-01-15:05,좋음,21,보통,20,보통,0.0360,좋음,0.0150,좋음,0.48,좋음,0.0029
2024-01-15:04,좋음,28,보통,22,보통,0.0400,좋음,0.0150,좋음,0.55,좋음,0.0032
2024-01-15:03,좋음,27,보통,23,보통,0.0450,좋음,0.0150,좋음,0.62,좋음,0.0034
2024-01-15:02,좋음,16,보통,16,보통,0.0440,좋음,0.0170,좋음,0.62,좋음,0.0032
2024-01-15:01,좋음,14,좋음,14,보통,0.0460,좋음,0.0160,좋음,0.47,좋음,0.0033
2024-01-14:24,좋음,22,좋음,14,보통,0.0450,좋음,0.0200,좋음,0.47,좋음,0.0034
2024-01-14:23,보통,34,보통,20,좋음,0.0240,보통,0.0410,좋음,0.65,좋음,0.0037
2024-01-14:22,보통,34,보통,18,좋음,0.0080,보통,0.0570,좋음,0.73,좋음,0.0039
2024-01-14:21,좋음,30,보통,16,보통,0.0320,보통,0.0310,좋음,0.51,좋음,0.0042
2024-01-14:20,좋음,28,보통,17,보통,0.0400,좋음,0.0260,좋음,0.53,좋음,0.0042
2024-01-14:19,좋음,24,좋음,12,보통,0.0440,좋음,0.0220,좋음,0.45,좋음,0.0042
2024-01-14:18,좋음,25,좋음,13,보통,0.0510,좋음,0.0160,좋음,0.38,좋음,0.0043
2024-01-14:17,좋음,20,좋음,13,보통,0.0510,좋음,0.0140,좋음,0.35,좋음,0.0042
2024-01-14:16,좋음,22,좋음,13,보통,0.0510,좋음,0.0140,좋음,0.35,좋음,0.0043
2024-01-14:15,좋음,25,보통,18,보통,0.0460,좋음,0.0120,좋음,0.33,좋음,0.0036
2024-01-14:14,좋음,30,보통,19,보통,0.0390,좋음,0.0140,좋음,0.37,좋음,0.0038
2024-01-14:13,보통,39,보통,29,보통,0.0330,좋음,0.0150,좋음,0.43,좋음,0.0034
2024-01-14:12,보통,46,보통,31,좋음,0.0230,좋음,0.0220,좋음,0.57,좋음,0.0035
2024-01-14:11,보통,36,보통,25,좋음,0.0150,좋음,0.0230,좋음,0.59,좋음,0.0031
2024-01-14:10,좋음,29,보통,20,좋음,0.0110,좋음,0.0220,좋음,0.58,좋음,0.0031
2024-01-14:09,좋음,25,보통,16,좋음,0.0050,좋음,0.0230,좋음,0.56,좋음,0.0030
2024-01-14:08,좋음,26,보통,19,좋음,0.0030,좋음,0.0240,좋음,0.53,좋음,0.0028
2024-01-14:07,좋음,24,보통,18,좋음,0.0050,좋음,0.0220,좋음,0.56,좋음,0.0026
2024-01-14:06,좋음,24,보통,17,좋음,0.0070,좋음,0.0220,좋음,0.47,좋음,0.0027
2024-01-14:05,좋음,26,보통,18,좋음,0.0090,좋음,0.0200,좋음,0.49,좋음,0.0026
2024-01-14:04,좋음,20,좋음,15,좋음,0.0070,좋음,0.0240,좋음,0.49,좋음,0.0029
2024-01-14:03,좋음,21,좋음,14,좋음,0.0110,좋음,0.0230,좋음,0.51,좋음,0.0034
2024-01-14:02,좋음,22,보통,16,좋음,0.0130,좋음,0.0220,좋음,0.49,좋음,0.0035
2024-01-14:01,좋음,21,좋음,14,좋음,0.0120,좋음,0.0260,좋음,0.49,좋음,0.0037
2024-01-13:24,좋음,22,좋음,11,좋음,0.0030,보통,0.0370,좋음,0.64,좋음,0.0035
2024-01-13:23,좋음,24,좋음,9,좋음,0.0050,보통,0.0390,좋음,0.59,좋음,0.0039
2024-01-13:22,좋음,27,좋음,14,좋음,0.0060,보통,0.0420,좋음,0.70,좋음,0.0052
2024-01-13:21,좋음,17,좋음,8,좋음,0.0240,좋음,0.0270,좋음,0.45,좋음,0.0045
2024-01-13:20,좋음,20,좋음,9,좋음,0.0300,좋음,0.0230,좋음,0.42,좋음,0.0058
2024-01-13:19,좋음,24,좋음,14,보통,0.0310,좋음,0.0220,좋음,0.40,좋음,0.0050
2024-01-13:18,좋음,23,좋음,15,좋음,0.0230,좋음,0.0290,좋음,0.46,좋음,0.0044
2024-01-13:17,좋음,14,좋음,11,보통,0.0400,좋음,0.0150,좋음,0.33,좋음,0.0036
2024-01-13:16,좋음,18,좋음,11,보통,0.0440,좋음,0.0100,좋음,0.31,좋음,0.0038
2024-01-13:15,좋음,17,좋음,13,보통,0.0440,좋음,0.0100,좋음,0.32,좋음,0.0039
2024-01-13:14,좋음,20,좋음,13,보통,0.0410,좋음,0.0100,좋음,0.34,좋음,0.0036
2024-01-13:13,좋음,27,좋음,15,보통,0.0390,좋음,0.0110,좋음,0.38,좋음,0.0037
2024-01-13:12,좋음,27,좋음,14,보통,0.0360,좋음,0.0120,좋음,0.40,좋음,0.0041
2024-01-13:11,좋음,27,좋음,14,보통,0.0320,좋음,0.0150,좋음,0.42,좋음,0.0040
2024-01-13:10,보통,36,좋음,14,좋음,0.0160,좋음,0.0290,좋음,0.55,좋음,0.0040
2024-01-13:09,보통,35,보통,16,좋음,0.0040,보통,0.0400,좋음,0.74,좋음,0.0031
2024-01-13:08,보통,33,보통,19,좋음,0.0030,보통,0.0360,좋음,0.62,좋음,0.0031
2024-01-13:07,좋음,24,좋음,14,좋음,0.0060,보통,0.0340,좋음,0.49,좋음,0.0031
2024-01-13:06,좋음,19,좋음,11,좋음,0.0130,보통,0.0320,좋음,0.45,좋음,0.0030
2024-01-13:05,좋음,23,보통,17,좋음,0.0170,좋음,0.0270,좋음,0.46,좋음,0.0034
2024-01-13:04,보통,33,보통,21,좋음,0.0090,보통,0.0320,좋음,0.54,좋음,0.0037
2024-01-13:03,보통,45,보통,26,좋음,0.0040,보통,0.0380,좋음,0.63,좋음,0.0037
2024-01-13:02,보통,44,보통,28,좋음,0.0030,보통,0.0400,좋음,0.65,좋음,0.0036
2024-01-13:01,보통,43,보통,24,좋음,0.0050,보통,0.0430,좋음,0.74,좋음,0.0034
2024-01-12:24,보통,43,보통,27,좋음,0.0030,보통,0.0460,좋음,0.87,좋음,0.0039
2024-01-12:23,보통,46,보통,29,좋음,0.0030,보통,0.0460,좋음,0.80,좋음,0.0042
2024-01-12:22,보통,55,보통,31,좋음,0.0020,보통,0.0500,좋음,0.81,좋음,0.0051
2024-01-12:21,보통,68,나쁨,38,좋음,0.0030,보통,0.0550,좋음,1.09,좋음,0.0048
2024-01-12:20,보통,68,나쁨,39,좋음,0.0030,보통,0.0590,좋음,1.11,좋음,0.0045
2024-01-12:19,보통,71,보통,35,좋음,0.0030,보통,0.0600,좋음,0.93,좋음,0.0048
2024-01-12:18,보통,59,보통,32,좋음,0.0130,보통,0.0500,좋음,0.64,좋음,0.0039
2024-01-12:17,보통,47,보통,31,보통,0.0400,좋음,0.0240,좋음,0.45,좋음,0.0037
2024-01-12:16,보통,46,보통,27,보통,0.0470,좋음,0.0170,좋음,0.44,좋음,0.0036
2024-01-12:15,보통,45,보통,29,보통,0.0480,좋음,0.0140,좋음,0.42,좋음,0.0037
2024-01-12:14,보통,46,보통,32,보통,0.0440,좋음,0.0130,좋음,0.42,좋음,0.0036
2024-01-12:13,보통,50,보통,32,보통,0.0330,좋음,0.0190,좋음,0.45,좋음,0.0033
2024-01-12:12,보통,65,보통,35,좋음,0.0180,좋음,0.0300,좋음,0.54,좋음,0.0038
2024-01-12:11,보통,56,보통,31,좋음,0.0080,보통,0.0340,좋음,0.70,좋음,0.0034
2024-01-12:10,보통,47,보통,26,좋음,0.0050,보통,0.0310,좋음,0.66,좋음,0.0034
2024-01-12:09,보통,51,보통,28,좋음,0.0040,보통,0.0340,좋음,0.74,좋음,0.0034
2024-01-12:08,보통,34,보통,24,좋음,0.0030,보통,0.0320,좋음,0.73,좋음,0.0031
2024-01-12:07,보통,31,보통,21,좋음,0.0030,보통,0.0310,좋음,0.57,좋음,0.0032
2024-01-12:06,좋음,30,보통,22,좋음,0.0030,보통,0.0310,좋음,0.51,좋음,0.0028
2024-01-12:05,좋음,27,보통,20,좋음,0.0040,좋음,0.0290,좋음,0.50,좋음,0.0029
2024-01-12:04,보통,32,보통,23,좋음,0.0050,좋음,0.0300,좋음,0.53,좋음,0.0028
2024-01-12:03,보통,32,보통,20,좋음,0.0050,보통,0.0310,좋음,0.51,좋음,0.0029
2024-01-12:02,좋음,24,보통,18,좋음,0.0040,보통,0.0340,좋음,0.56,좋음,0.0031
2024-01-12:01,좋음,22,보통,17,좋음,0.0070,보통,0.0350,좋음,0.50,좋음,0.0032
2024-01-11:24,좋음,25,보통,17,좋음,0.0080,보통,0.0350,좋음,0.51,좋음,0.0031
2024-01-11:23,좋음,25,보통,18,좋음,0.0070,보통,0.0400,좋음,0.56,좋음,0.0036
2024-01-11:22,보통,32,보통,21,좋음,0.0140,보통,0.0330,좋음,0.53,좋음,0.0035
2024-01-11:21,보통,37,보통,25,좋음,0.0180,보통,0.0310,좋음,0.52,좋음,0.0032
2024-01-11:20,보통,48,나쁨,37,좋음,0.0160,보통,0.0340,좋음,0.57,좋음,0.0031
2024-01-11:19,보통,49,보통,35,좋음,0.0130,보통,0.0370,좋음,0.62,좋음,0.0032
2024-01-11:18,보통,42,보통,30,좋음,0.0160,보통,0.0340,좋음,0.46,좋음,0.0037
2024-01-11:17,보통,38,보통,28,좋음,0.0290,좋음,0.0210,좋음,0.38,좋음,0.0034
2024-01-11:16,보통,31,보통,26,보통,0.0330,좋음,0.0160,좋음,0.38,좋음,0.0033
2024-01-11:15,좋음,29,보통,24,보통,0.0340,좋음,0.0130,좋음,0.37,좋음,0.0034
2024-01-11:14,좋음,26,보통,24,보통,0.0350,좋음,0.0120,좋음,0.36,좋음,0.0029
2024-01-11:13,보통,33,보통,30,보통,0.0310,좋음,0.0130,좋음,0.38,좋음,0.0030
2024-01-11:12,보통,45,나쁨,40,좋음,0.0210,좋음,0.0180,좋음,0.47,좋음,0.0033
2024-01-11:11,보통,52,나쁨,42,좋음,0.0130,좋음,0.0220,좋음,0.54,좋음,0.0034
2024-01-11:10,보통,44,나쁨,37,좋음,0.0090,좋음,0.0190,좋음,0.53,좋음,0.0031
2024-01-11:09,보통,49,보통,34,좋음,0.0040,좋음,0.0260,좋음,0.68,좋음,0.0035
2024-01-11:08,보통,47,보통,33,좋음,0.0030,좋음,0.0300,좋음,0.70,좋음,0.0034
2024-01-11:07,보통,41,보통,31,좋음,0.0020,좋음,0.0280,좋음,0.62,좋음,0.0032
2024-01-11:06,보통,38,보통,30,좋음,0.0030,좋음,0.0250,좋음,0.55,좋음,0.0031
2024-01-11:05,보통,41,보통,32,좋음,0.0030,좋음,0.0260,좋음,0.57,좋음,0.0030
2024-01-11:04,보통,38,보통,28,좋음,0.0030,좋음,0.0270,좋음,0.55,좋음,0.0030
2024-01-11:03,보통,36,보통,26,좋음,0.0030,좋음,0.0290,좋음,0.56,좋음,0.0031
2024-01-11:02,보통,34,보통,26,좋음,0.0030,보통,0.0310,좋음,0.58,좋음,0.0032
2024-01-11:01,좋음,30,보통,23,좋음,0.0030,보통,0.0320,좋음,0.60,좋음,0.0031
2024-01-10:24,좋음,28,보통,21,좋음,0.0030,보통,0.0380,좋음,0.66,좋음,0.0033
2024-01-10:23,보통,34,보통,23,좋음,0.0030,보통,0.0380,좋음,0.68,좋음,0.0038
2024-01-10:22,보통,42,보통,31,좋음,0.0030,보통,0.0430,좋음,0.80,좋음,0.0037
2024-01-10:21,보통,37,보통,28,좋음,0.0030,보통,0.0460,좋음,0.94,좋음,0.0037
2024-01-10:20,보통,39,보통,28,좋음,0.0040,보통,0.0450,좋음,0.81,좋음,0.0036
2024-01-10:19,보통,37,보통,25,좋음,0.0040,보통,0.0470,좋음,0.74,좋음,0.0034
2024-01-10:18,보통,33,보통,23,좋음,0.0140,보통,0.0360,좋음,0.55,좋음,0.0035
2024-01-10:17,좋음,29,보통,21,좋음,0.0270,좋음,0.0220,좋음,0.43,좋음,0.0033
2024-01-10:16,좋음,30,보통,24,좋음,0.0270,좋음,0.0200,좋음,0.44,좋음,0.0033
2024-01-10:15,좋음,28,보통,24,보통,0.0310,좋음,0.0160,좋음,0.41,좋음,0.0032
2024-01-10:14,좋음,29,보통,21,보통,0.0320,좋음,0.0140,좋음,0.42,좋음,0.0032
2024-01-10:13,좋음,27,보통,24,좋음,0.0270,좋음,0.0160,좋음,0.43,좋음,0.0032
2024-01-10:12,좋음,27,보통,22,좋음,0.0250,좋음,0.0150,좋음,0.43,좋음,0.0030
2024-01-10:11,좋음,25,보통,21,좋음,0.0200,좋음,0.0200,좋음,0.44,좋음,0.0031
2024-01-10:10,좋음,23,보통,20,좋음,0.0130,좋음,0.0260,좋음,0.45,좋음,0.0028
2024-01-10:09,좋음,23,보통,20,좋음,0.0050,보통,0.0350,좋음,0.57,좋음,0.0031
2024-01-10:08,좋음,26,보통,20,좋음,0.0040,보통,0.0340,좋음,0.63,좋음,0.0033
2024-01-10:07,좋음,27,보통,21,좋음,0.0030,보통,0.0330,좋음,0.65,좋음,0.0029
2024-01-10:06,좋음,27,보통,23,좋음,0.0030,좋음,0.0290,좋음,0.57,좋음,0.0028
2024-01-10:05,좋음,27,보통,23,좋음,0.0050,좋음,0.0260,좋음,0.52,좋음,0.0029
2024-01-10:04,좋음,26,보통,20,좋음,0.0060,좋음,0.0260,좋음,0.54,좋음,0.0027
2024-01-10:03,좋음,23,보통,19,좋음,0.0030,보통,0.0350,좋음,0.55,좋음,0.0028
2024-01-10:02,좋음,21,보통,20,좋음,0.0030,보통,0.0380,좋음,0.53,좋음,0.0032
2024-01-10:01,좋음,23,보통,18,좋음,0.0020,보통,0.0380,좋음,0.53,좋음,0.0034
2024-01-09:24,좋음,24,보통,19,좋음,0.0030,보통,0.0390,좋음,0.53,좋음,0.0032
2024-01-09:23,보통,32,보통,23,좋음,0.0030,보통,0.0390,좋음,0.50,좋음,0.0034
2024-01-09:22,보통,52,보통,33,좋음,0.0030,보통,0.0410,좋음,0.68,좋음,0.0040
2024-01-09:21,보통,56,보통,32,좋음,0.0030,보통,0.0450,좋음,0.78,좋음,0.0039
2024-01-09:20,보통,49,보통,30,좋음,0.0020,보통,0.0470,좋음,0.73,좋음,0.0040
2024-01-09:19,보통,47,보통,31,좋음,0.0030,보통,0.0460,좋음,0.76,좋음,0.0038
2024-01-09:18,보통,43,보통,27,좋음,0.0030,보통,0.0420,좋음,0.57,좋음,0.0035
2024-01-09:17,보통,50,보통,29,좋음,0.0040,보통,0.0420,좋음,0.54,좋음,0.0034
2024-01-09:16,보통,44,보통,26,좋음,0.0050,보통,0.0370,좋음,0.51,좋음,0.0035
2024-01-09:15,보통,48,보통,31,좋음,0.0060,보통,0.0350,좋음,0.55,좋음,0.0038
2024-01-09:14,보통,45,보통,28,좋음,0.0050,보통,0.0340,좋음,0.63,좋음,0.0037
2024-01-09:13,보통,49,보통,31,좋음,0.0050,좋음,0.0300,좋음,0.58,좋음,0.0036
2024-01-09:12,보통,61,나쁨,36,좋음,0.0040,보통,0.0320,좋음,0.63,좋음,0.0036
2024-01-09:11,,,,,,,,,,,,
2024-01-09:10,,,,,,,,,,,,
2024-01-09:09,보통,51,보통,18,좋음,0.0030,보통,0.0310,좋음,0.75,좋음,0.0035
2024-01-09:08,보통,51,보통,20,좋음,0.0030,보통,0.0320,좋음,0.74,좋음,0.0032
2024-01-09:07,좋음,29,보통,19,좋음,0.0030,좋음,0.0290,좋음,0.59,좋음,0.0032
2024-01-09:06,좋음,22,보통,16,좋음,0.0030,좋음,0.0270,좋음,0.51,좋음,0.0031
2024-01-09:05,좋음,23,보통,16,좋음,0.0030,좋음,0.0260,좋음,0.51,좋음,0.0031
2024-01-09:04,좋음,25,보통,17,좋음,0.0040,좋음,0.0240,좋음,0.51,좋음,0.0030
2024-01-09:03,좋음,25,보통,18,좋음,0.0030,좋음,0.0290,좋음,0.56,좋음,0.0029
2024-01-09:02,좋음,28,보통,21,좋음,0.0030,좋음,0.0300,좋음,0.54,좋음,0.0029
2024-01-09:01,보통,32,보통,20,좋음,0.0030,보통,0.0310,좋음,0.60,좋음,0.0029
2024-01-08:24,좋음,29,보통,16,좋음,0.0030,보통,0.0350,좋음,0.67,좋음,0.0032
2024-01-08:23,좋음,29,보통,17,좋음,0.0030,보통,0.0370,좋음,0.63,좋음,0.0032
2024-01-08:22,좋음,26,좋음,13,좋음,0.0030,보통,0.0390,좋음,0.63,좋음,0.0033
2024-01-08:21,좋음,20,좋음,12,좋음,0.0020,보통,0.0440,좋음,0.65,좋음,0.0040
2024-01-08:20,좋음,17,좋음,12,좋음,0.0140,보통,0.0310,좋음,0.48,좋음,0.0030
2024-01-08:19,좋음,17,좋음,9,좋음,0.0160,좋음,0.0290,좋음,0.45,좋음,0.0031
2024-01-08:18,좋음,17,좋음,12,좋음,0.0070,보통,0.0370,좋음,0.48,좋음,0.0033
2024-01-08:17,좋음,13,좋음,12,좋음,0.0230,좋음,0.0190,좋음,0.34,좋음,0.0029
2024-01-08:16,좋음,12,좋음,8,좋음,0.0300,좋음,0.0140,좋음,0.33,좋음,0.0028
2024-01-08:15,좋음,11,좋음,8,보통,0.0310,좋음,0.0100,좋음,0.31,좋음,0.0027
2024-01-08:14,좋음,10,좋음,10,보통,0.0320,좋음,0.0080,좋음,0.29,좋음,0.0024
2024-01-08:13,좋음,13,좋음,10,보통,0.0310,좋음,0.0090,좋음,0.31,좋음,0.0024
2024-01-08:12,좋음,13,좋음,8,좋음,0.0260,좋음,0.0120,좋음,0.33,좋음,0.0025
2024-01-08:11,좋음,11,좋음,8,좋음,0.0240,좋음,0.0130,좋음,0.35,좋음,0.0025
2024-01-08:10,좋음,13,좋음,6,좋음,0.0220,좋음,0.0140,좋음,0.36,좋음,0.0025
2024-01-08:09,좋음,17,좋음,7,좋음,0.0090,좋음,0.0280,좋음,0.46,좋음,0.0023
2024-01-08:08,좋음,20,좋음,9,좋음,0.0060,보통,0.0320,좋음,0.48,좋음,0.0024
2024-01-08:07,좋음,13,좋음,7,좋음,0.0100,좋음,0.0270,좋음,0.37,좋음,0.0025
2024-01-08:06,좋음,10,좋음,6,좋음,0.0190,좋음,0.0150,좋음,0.34,좋음,0.0024
2024-01-08:05,좋음,11,좋음,8,좋음,0.0220,좋음,0.0110,좋음,0.33,좋음,0.0025
2024-01-08:04,좋음,10,좋음,8,좋음,0.0240,좋음,0.0100,좋음,0.33,좋음,0.0023
2024-01-08:03,좋음,10,좋음,8,좋음,0.0250,좋음,0.0110,좋음,0.32,좋음,0.0022
2024-01-08:02,좋음,10,좋음,9,좋음,0.0280,좋음,0.0090,좋음,0.32,좋음,0.0023
2024-01-08:01,좋음,8,좋음,8,좋음,0.0290,좋음,0.0090,좋음,0.31,좋음,0.0024
2024-01-07:24,좋음,12,좋음,9,좋음,0.0250,좋음,0.0130,좋음,0.34,좋음,0.0025
2024-01-07:23,좋음,13,좋음,9,좋음,0.0220,좋음,0.0170,좋음,0.38,좋음,0.0027
2024-01-07:22,좋음,12,좋음,8,좋음,0.0230,좋음,0.0180,좋음,0.42,좋음,0.0027
2024-01-07:21,좋음,16,좋음,9,좋음,0.0270,좋음,0.0130,좋음,0.39,좋음,0.0026
2024-01-07:20,좋음,15,좋음,10,좋음,0.0280,좋음,0.0120,좋음,0.41,좋음,0.0026
2024-01-07:19,좋음,13,좋음,7,좋음,0.0280,좋음,0.0130,좋음,0.40,좋음,0.0027
2024-01-07:18,좋음,13,좋음,8,보통,0.0330,좋음,0.0100,좋음,0.33,좋음,0.0027
2024-01-07:17,좋음,15,좋음,12,보통,0.0350,좋음,0.0080,좋음,0.33,좋음,0.0031
2024-01-07:16,좋음,15,좋음,11,보통,0.0350,좋음,0.0080,좋음,0.34,좋음,0.0029
2024-01-07:15,좋음,17,좋음,12,보통,0.0340,좋음,0.0080,좋음,0.34,좋음,0.0029
2024-01-07:14,좋음,22,좋음,12,보통,0.0320,좋음,0.0070,좋음,0.36,좋음,0.0030
2024-01-07:13,좋음,23,보통,16,보통,0.0320,좋음,0.0070,좋음,0.37,좋음,0.0026
2024-01-07:12,좋음,21,좋음,14,보통,0.0320,좋음,0.0080,좋음,0.39,좋음,0.0028
2024-01-07:11,좋음,17,좋음,13,보통,0.0320,좋음,0.0070,좋음,0.37,좋음,0.0028
